,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2013,키움,준플,23,P,4,0,4,0,0,0,0,1,0,1,1.1,2,2,1.45,8,3,1,0,1,1,0,0,2,0,0,0,13.5,13.5,,11.33,3.0,
1,1,1,2019,NC,와카,29,P,1,0,1,1,0,0,0,0,0,0,2.0,0,0,0.0,5,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,,0.02,0.0,
