,Year,Team,Series,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2020,NC,한국,28,P,1,0,1,1,0,0,0,0,0,0,1.0,1,1,1.00,4,1,0,0,1,0,0,0,0,0,0,0,9.00,9.00,,15.85,1.00,
