,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2016,키움,준플,28,P,3,0,3,1,0,0,0,0,0,0,3.1,2,2,2.85,16,3,1,0,0,1,1,0,4,1,0,1,5.4,5.4,,3.11,1.2,
1,1,1,2018,키움,플옵,30,P,4,0,4,3,0,0,0,1,2,0,3.0,4,4,4.0,15,4,2,0,1,2,0,0,1,0,0,0,12.0,12.0,,9.57,2.0,
2,2,2,2018,키움,준플,30,P,2,0,2,2,0,0,0,0,2,0,2.2,0,0,0.0,9,1,0,0,0,0,0,0,4,0,0,0,0.0,0.0,,0.55,0.38,
3,3,3,2018,키움,와카,30,P,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,,5.0,0.0,
4,4,4,2019,키움,한국,31,P,2,0,2,0,0,0,0,0,0,0,1.0,0,1,2.55,8,2,0,0,0,1,1,0,2,1,0,0,0.0,9.0,,5.17,3.0,
5,5,5,2019,키움,플옵,31,P,3,0,3,0,0,0,0,0,0,0,3.0,1,1,1.0,11,2,0,0,1,0,0,0,4,0,0,0,3.0,3.0,,4.4,0.67,
6,6,6,2019,키움,준플,31,P,2,0,2,1,0,0,0,0,0,0,2.0,1,1,1.0,7,1,0,0,1,1,0,0,0,0,0,0,4.5,4.5,,11.32,1.0,
7,7,7,2020,키움,와카,32,P,1,0,1,0,0,0,0,1,0,0,0.1,2,2,0.95,3,2,1,0,0,0,0,0,0,0,0,0,54.0,54.0,,3.95,6.0,
