,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2020,NC,한국,27,1B,,,6,23,23,23,1,7,0,0,0,7,3,0,1,0,0,0,2,2,0,0,0.304,0.304,0.304,0.608,,,
1,2023,SSG,준플,30,1B,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,,,
