,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2017,NC,플옵,28,2B,,,1,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,,,
1,1,1,2017,NC,준플,28,2B,,,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,,,
2,2,2,2019,NC,와카,30,2B,,,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,
3,3,3,2022,LG,플옵,33,2B,,,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,
4,4,4,2023,KT,한국,34,2B,,,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,,,
5,5,5,2023,KT,플옵,34,2B,,,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,,,
