,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2020,키움,와카,28,3B,,,1,5,5,3,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,0.4,0.0,0.4,,,
1,1,1,2021,키움,와카,29,3B,,,2,8,7,6,1,2,2,0,0,4,1,0,0,1,0,0,1,0,1,0,0.333,0.429,0.667,1.096,,,
2,2,2,2022,키움,한국,30,1B,,,6,17,16,15,3,4,1,0,1,8,3,0,0,1,0,0,5,1,1,0,0.267,0.313,0.533,0.846,,,
3,3,3,2022,키움,플옵,30,1B,,,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,,,
4,4,4,2022,키움,준플,30,1B,,,4,7,7,7,0,2,0,1,0,4,1,0,0,0,0,0,3,0,0,0,0.286,0.286,0.571,0.857,,,
5,5,5,2024,삼성,한국,32,3B,0.01,,2,3,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.333,0.0,0.333,,,
6,6,6,2024,삼성,플옵,32,3B,0.02,,2,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.0,0.2,0.0,0.2,,,
