,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2022,SSG,한국,31,LF,,,6,11,11,10,1,3,0,0,0,3,1,0,0,0,0,0,1,0,0,1,0.3,0.273,0.3,0.573,,,
1,1,1,2023,SSG,준플,32,1B,,,2,7,7,5,1,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0.2,0.429,0.2,0.629,,,
