,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2023,KT,한국,28,2B,,,2,3,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.0,0.333,0.0,0.333,,,
1,1,1,2023,KT,플옵,28,2B,,,4,3,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,,,
