,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2016,LG,플옵,25,1B,,,3,5,5,5,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,,,
1,1,1,2016,LG,준플,25,1B,,,3,12,11,9,1,2,0,0,0,2,2,0,0,1,1,0,2,0,1,0,0.222,0.364,0.222,0.586,,,
2,2,2,2016,LG,와카,25,1B,,,2,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,,,
3,3,3,2021,두산,한국,30,3B,,,4,16,16,15,0,2,0,0,0,2,0,0,0,1,0,0,9,0,0,0,0.133,0.188,0.133,0.321,,,
4,4,4,2021,두산,플옵,30,3B,,,2,9,9,8,0,2,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0.25,0.222,0.25,0.472,,,
5,5,5,2021,두산,준플,30,3B,,,3,15,15,15,1,2,1,0,0,3,0,0,0,0,0,0,3,0,0,0,0.133,0.133,0.2,0.333,,,
6,6,6,2021,두산,와카,30,3B,,,2,9,9,9,1,3,0,0,0,3,4,1,0,0,0,0,2,0,0,0,0.333,0.333,0.333,0.666,,,
7,7,7,2023,두산,와카,32,1B,,,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,,,
8,8,8,2024,두산,와카,33,1B,0.04,,2,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,,,
