,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2022,KT,준플,30,2B,,,4,7,5,5,0,2,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0.4,0.4,0.4,0.8,,,
1,2022,KT,와카,30,2B,,,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,,,
2,2023,KT,한국,31,1B,,,4,9,9,8,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0.125,0.222,0.125,0.347,,,
3,2023,KT,플옵,31,1B,,,4,9,9,8,3,4,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0.5,0.444,0.5,0.944,,,
4,2024,KT,준플,32,2B,0.06,,5,14,14,14,0,3,0,0,0,3,1,0,0,0,0,0,4,0,0,0,0.214,0.214,0.214,0.428,,,
5,2024,KT,와카,32,2B,0.04,,2,8,7,6,0,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,0.167,0.286,0.167,0.453,,,
