,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2014,NC,준플,25,C,,,4,9,9,9,0,2,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0.222,0.222,0.222,0.444,,,
1,1,1,2015,NC,플옵,26,C,,,5,15,14,13,0,2,0,0,0,2,1,0,0,1,0,0,2,0,1,0,0.154,0.214,0.154,0.368,,,
2,2,2,2016,NC,한국,27,C,,,4,10,10,10,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.1,0.1,0.1,0.2,,,
3,3,3,2016,NC,플옵,27,C,,,4,14,11,10,1,4,0,0,0,4,2,0,0,1,0,0,2,0,3,0,0.4,0.455,0.4,0.855,,,
4,4,4,2017,NC,플옵,28,C,,,4,11,10,8,1,3,0,0,0,3,2,0,0,1,0,0,1,0,1,1,0.375,0.4,0.375,0.775,,,
5,5,5,2017,NC,준플,28,C,,,5,18,18,15,1,3,0,0,0,3,3,0,0,1,2,0,5,0,0,0,0.2,0.333,0.2,0.533,,,
6,6,6,2017,NC,와카,28,C,,,1,4,3,2,0,1,0,1,0,3,0,0,0,1,0,0,1,0,1,0,0.5,0.667,1.5,2.167,,,
7,7,7,2024,KIA,한국,35,C,0.1,,5,21,20,17,2,6,2,0,1,11,7,0,0,1,1,0,5,1,1,1,0.353,0.4,0.647,1.047,,,
