,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2019,한화,19,P,11,8,3,3,0,0,4,3,0,0,38.0,18,19,17.15,171,42,9,0,2,21,2,0,15,2,0,1,4.26,4.50,4.06,5.33,1.66,0.80
1,2020,한화,20,P,17,15,2,1,0,0,2,7,0,0,64.2,49,50,46.20,312,75,13,0,9,44,4,0,41,1,0,4,6.82,6.96,6.43,6.37,1.84,0.21
2,2021,한화,21,P,14,5,9,2,0,0,0,1,0,0,26.0,22,22,19.30,132,32,5,0,2,22,4,0,13,1,0,1,7.62,7.62,6.68,6.53,2.08,-0.05
3,2022,한화,22,P,1,0,1,0,0,0,0,0,0,0,0.0,2,2,3.05,4,3,1,0,0,0,1,0,0,0,0,1,99.99,99.99,86.92,3103.78,99.99,-0.03
4,2022,KIA,22,P,4,2,2,1,0,0,0,1,0,0,10.2,7,7,6.50,48,14,1,0,2,5,0,0,11,0,0,0,5.91,5.91,5.48,4.89,1.78,0.02
5,2024,KIA,24,P,35,10,25,6,0,0,4,6,0,3,75.0,41,45,45.85,345,87,11,1,9,31,9,0,59,2,0,4,4.92,5.40,5.50,5.31,1.57,1.23
