,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2020,두산,25,P,37,0,37,9,0,0,1,0,0,2,33.0,18,18,20.35,158,34,3,1,3,24,5,1,34,0,0,11,4.91,4.91,5.55,5.23,1.76,0.11
1,2021,LG,26,P,14,0,14,7,0,0,0,0,0,0,17.1,6,8,9.20,87,15,5,0,0,20,0,0,18,2,2,2,3.12,4.15,4.78,4.75,2.02,0.20
2,2022,LG,27,P,3,0,3,1,0,0,0,0,0,1,3.0,0,0,0.00,10,1,0,0,0,0,1,0,2,1,0,0,0.00,0.00,0.00,3.15,0.33,0.19
3,2023,LG,28,P,1,0,1,1,0,0,0,0,0,0,0.2,0,0,0.00,1,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,3.85,0.00,0.03
4,2023,NC,28,P,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3.00,16,4,1,1,0,4,0,0,2,0,0,1,10.13,10.13,10.13,6.62,3.00,-0.05
5,2024,NC,29,P,3,0,3,1,0,0,0,0,0,0,3.0,4,4,4.00,18,6,2,0,0,3,0,0,2,0,0,2,12.00,12.00,12.00,5.63,3.00,-0.06
