,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2020,KT,19,P,4,0,4,1,0,0,0,0,0,0,5.2,4,4,6.75,33,9,1,1,1,5,3,0,3,0,0,0,6.35,6.35,10.72,9.15,2.47,-0.12
1,2021,KT,20,P,4,0,4,1,0,0,1,0,0,0,2.2,4,4,4.35,14,4,0,0,0,3,1,0,0,0,0,0,13.5,13.5,14.68,8.42,2.63,-0.11
2,2021,롯데,20,P,11,0,11,0,0,0,0,0,0,0,5.2,6,7,6.1,34,7,1,0,1,9,2,0,4,0,0,2,9.53,11.12,9.69,10.12,2.82,-0.13
3,2022,롯데,21,P,13,0,13,4,0,0,0,0,0,1,9.2,11,11,9.25,57,9,0,0,1,20,0,0,6,0,0,1,10.24,10.24,8.61,9.88,3.0,-0.15
