,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2023,LG,19,P,1,0,1,0,0,0,0,0,0,0,0.1,1,2,2.0,6,0,0,0,0,3,1,0,0,1,0,0,27.0,54.0,54.0,41.05,9.0,-0.09
1,1,1,2023,키움,19,P,3,1,2,0,0,0,0,1,0,0,4.0,10,10,10.0,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,22.5,13.95,3.75,-0.47
2,2,2,2024,키움,20,P,2,0,2,1,0,0,0,0,0,0,0.1,2,2,1.3,4,1,1,0,0,2,0,0,0,0,0,0,54.0,54.0,35.1,22.8,9.0,-0.07
