,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2017,KIA,24,P,4,2,2,1,0,0,1,1,0,0,12.2,4,4,4.0,53,14,2,0,2,0,1,0,9,1,0,0,2.84,2.84,2.84,4.55,1.11,0.55
1,2018,KIA,25,P,30,2,28,6,0,0,2,3,0,4,37.2,30,34,32.05,188,52,6,2,4,23,5,0,28,2,0,2,7.17,8.12,7.66,6.06,1.99,-0.12
2,2019,KIA,26,P,32,6,26,13,0,0,2,6,1,2,61.1,37,42,42.3,283,74,11,2,4,26,4,1,56,2,0,3,5.43,6.16,6.21,3.82,1.63,-0.05
3,2020,KIA,27,P,22,22,0,0,0,0,6,10,0,0,106.0,80,87,84.6,486,129,20,4,11,47,6,0,67,8,0,4,6.79,7.39,7.18,5.2,1.66,-0.01
4,2021,KIA,28,P,16,12,4,1,1,0,1,6,0,0,57.0,51,53,51.25,275,78,12,3,8,31,5,0,28,3,1,2,8.05,8.37,8.09,6.17,1.91,-0.63
5,2022,KIA,29,P,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,24,10,1,0,0,3,2,0,1,0,0,0,15.75,15.75,15.75,7.03,3.25,-0.23
6,2022,한화,29,P,24,4,20,1,0,0,1,0,0,0,40.2,24,26,27.05,182,50,8,2,3,14,1,0,22,5,0,1,5.31,5.75,5.99,4.45,1.57,0.07
7,2023,한화,30,P,17,0,17,0,0,0,2,1,0,2,13.2,4,6,6.15,57,8,0,0,2,6,0,0,11,3,0,1,2.63,3.95,4.05,4.94,1.02,0.24
8,2024,한화,31,P,64,0,64,7,0,0,2,1,1,10,55.0,23,25,31.35,235,56,10,2,5,23,1,0,49,2,0,1,3.76,4.09,5.13,4.41,1.44,0.99
