,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2019,롯데,20,P,2,1,1,0,0,0,0,1,0,0,2.0,6,6,5.65,13,4,0,0,2,2,1,0,1,0,0,0,27.0,27.0,25.43,19.11,3.0,-0.29
1,1,1,2022,삼성,23,P,14,5,9,4,0,0,1,4,0,1,33.2,23,23,22.25,156,42,4,1,5,15,2,0,18,0,1,0,6.15,6.15,5.95,5.78,1.69,0.22
2,2,2,2023,삼성,24,P,3,2,1,1,0,0,0,2,0,0,6.1,14,14,14.35,40,14,6,0,2,5,2,0,3,0,0,0,19.89,19.89,20.39,9.85,3.0,-0.85
3,3,3,2024,삼성,25,P,27,0,27,4,0,0,1,1,0,1,32.0,19,20,20.85,139,26,4,0,2,16,4,0,18,3,0,2,5.34,5.63,5.86,5.47,1.31,0.32
