,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2018,SK,23,P,34,2,32,12,0,0,0,1,0,0,41.1,21,25,26.50,189,41,6,0,6,20,4,1,37,3,0,6,4.57,5.44,5.77,5.56,1.48,0.59
1,2019,SK,24,P,17,2,15,10,0,0,0,0,0,1,19.0,17,17,19.25,89,21,1,1,3,12,1,0,14,0,0,2,8.05,8.05,9.12,5.97,1.74,-0.49
2,2020,두산,25,P,33,5,28,2,0,0,2,4,0,5,51.1,32,33,34.40,228,55,12,2,3,22,2,1,54,5,0,0,5.61,5.79,6.03,3.51,1.50,0.30
3,2021,두산,26,P,47,0,47,9,0,0,1,4,2,13,48.1,21,24,19.40,210,41,3,0,3,31,2,2,28,2,2,2,3.91,4.47,3.61,5.11,1.49,1.30
4,2022,두산,27,P,35,0,35,8,0,0,3,1,0,2,31.1,23,25,22.65,140,35,2,0,5,12,1,0,29,0,1,0,6.61,7.18,6.51,4.66,1.50,-0.36
5,2023,두산,28,P,1,0,1,0,0,0,0,0,0,0,0.2,0,4,2.45,6,1,0,0,0,1,1,0,1,1,0,0,0.00,54.00,33.08,9.40,3.00,-0.11
