,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2023,롯데,21,P,3,1,2,2,0,0,0,0,0,0,6.0,4,5,3.45,29,6,1,0,0,4,1,0,5,1,0,0,6.0,7.5,5.18,4.35,1.67,-0.01
1,1,1,2024,롯데,22,P,1,0,1,0,0,0,0,0,0,0,0.0,1,1,0.65,3,0,0,0,0,2,1,0,0,0,0,0,99.99,99.99,23.0,9304.2,99.99,-0.01
2,2,2,2024,LG,22,P,13,0,13,5,0,0,1,0,0,0,11.2,3,5,5.2,54,11,1,0,0,6,5,0,10,0,0,2,2.31,3.86,4.01,4.98,1.46,0.27
