,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2016,KT,21,P,5,0,5,4,0,0,0,0,0,0,8.1,10,10,8.95,40,13,3,1,1,3,0,0,3,0,0,0,10.8,10.8,9.67,5.89,1.92,-0.04
1,1,1,2017,KT,22,P,24,14,10,4,0,0,4,4,0,0,81.0,69,72,72.3,395,99,24,2,18,53,8,0,52,5,1,5,7.67,8.0,8.03,7.58,1.88,-0.26
2,2,2,2018,KT,23,P,29,2,27,11,0,0,1,1,0,1,44.0,24,25,26.35,195,53,11,0,11,14,2,0,28,1,0,3,4.91,5.11,5.39,6.86,1.52,0.61
3,3,3,2019,KT,24,P,1,1,0,0,0,0,0,1,0,0,2.1,6,6,6.0,17,8,2,0,0,2,0,0,1,0,0,2,23.14,23.14,23.14,5.4,4.29,-0.27
4,4,4,2020,KT,25,P,7,0,7,4,0,0,0,1,0,0,8.1,10,10,10.0,41,14,4,0,1,4,0,0,7,0,0,1,10.8,10.8,10.8,4.81,2.16,-0.24
5,5,5,2022,KT,27,P,8,0,8,1,0,0,0,1,0,0,5.2,9,9,8.85,26,10,0,0,2,1,0,0,5,0,0,0,14.29,14.29,14.06,6.33,1.94,-0.36
6,6,6,2022,한화,27,P,7,0,7,3,0,0,0,0,0,0,6.0,2,2,4.25,30,5,1,0,0,6,2,0,5,0,0,2,3.0,3.0,6.38,5.83,1.83,0.01
7,7,7,2023,한화,28,P,3,0,3,1,0,0,0,0,0,0,4.0,5,5,5.0,20,6,1,0,1,2,0,0,4,0,0,0,11.25,11.25,11.25,5.87,2.0,-0.08
