,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2010,롯데,21,P,2,0,2,1,0,0,0,0,0,0,2.0,5,5,5.00,14,5,,,2,3,1,0,3,,0,2,22.50,22.50,22.50,18.09,4.00,-0.10
1,2016,롯데,27,P,42,2,40,12,0,0,2,3,0,1,61.2,37,38,38.00,277,64,17,1,6,29,2,3,57,2,0,8,5.40,5.55,5.55,4.60,1.51,1.03
2,2017,롯데,28,P,47,3,44,5,0,0,2,3,0,5,57.0,41,45,48.10,261,60,9,1,14,32,1,2,52,5,0,4,6.47,7.11,7.59,6.53,1.61,-0.20
3,2018,롯데,29,P,21,1,20,7,0,0,0,0,0,0,26.1,25,27,26.15,129,35,6,1,6,14,1,0,19,1,0,5,8.54,9.23,8.94,7.02,1.86,-0.24
4,2019,롯데,30,P,43,6,37,5,0,0,1,1,0,4,61.2,29,30,27.95,262,51,10,1,5,27,4,0,60,1,0,7,4.23,4.38,4.08,3.90,1.26,1.32
5,2020,롯데,31,P,36,0,36,6,0,0,1,1,0,1,30.1,27,27,29.25,145,32,7,0,5,23,1,0,21,1,0,1,8.01,8.01,8.68,6.68,1.81,-0.43
6,2021,KT,32,P,48,0,48,8,0,0,3,3,0,12,45.0,12,16,17.10,180,30,2,0,4,15,1,2,51,4,0,5,2.40,3.20,3.42,3.02,1.00,1.37
7,2022,KT,33,P,17,0,17,6,0,0,0,2,0,5,15.2,8,8,7.10,68,19,1,0,2,4,0,1,11,0,0,0,4.60,4.60,4.08,4.14,1.47,0.36
8,2024,KT,35,P,26,0,26,5,0,0,0,1,1,4,25.1,13,13,15.40,110,27,8,1,4,7,1,1,23,0,0,3,4.62,4.62,5.47,4.67,1.34,0.36
