,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2019,KIA,19,P,13,0,13,6,0,0,0,0,0,0,16.1,14,16,18.10,80,23,2,1,2,7,2,0,6,1,1,1,7.71,8.82,9.97,6.06,1.84,-0.31
1,2021,KIA,21,P,9,0,9,5,0,0,0,0,0,0,14.1,5,6,6.00,67,9,2,0,1,13,3,0,5,1,0,1,3.14,3.77,3.77,7.19,1.53,0.29
2,2022,KIA,22,P,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.00,9,2,0,0,0,1,0,0,1,0,0,1,0.00,0.00,0.00,4.08,1.50,0.13
3,2023,한화,23,P,1,0,1,0,0,0,0,0,0,0,2.0,4,5,5.00,11,4,0,0,0,2,0,0,0,0,0,1,18.00,22.50,22.50,6.95,3.00,-0.17
4,2024,한화,24,P,13,0,13,7,0,0,0,0,0,0,14.0,17,18,14.75,75,23,5,2,0,10,2,2,11,1,0,2,10.93,11.57,9.48,4.45,2.36,-0.14
