,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,0,0,2015,롯데,19,P,2,0,2,1,0,0,0,0,0,0,1.1,0,2,0.8,6,0,0,0,0,1,0,0,0,1,0,0,0.0,13.5,5.4,6.42,0.75,0.02
1,1,1,2016,롯데,20,P,2,0,2,1,0,0,0,0,0,0,2.2,6,6,4.45,14,3,0,0,1,4,0,0,0,0,0,3,20.25,20.25,15.02,13.35,2.63,-0.08
2,2,2,2017,롯데,21,P,3,0,3,2,0,0,0,0,0,0,2.1,0,0,0.0,8,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,2.06,0.43,0.1
3,3,3,2019,롯데,23,P,9,0,9,4,0,0,0,0,0,0,9.2,4,6,6.2,47,9,2,0,0,8,0,1,7,2,0,1,3.72,5.59,5.77,4.56,1.76,0.07
4,4,4,2020,키움,24,P,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,0.04
