,Year,Team,Age,Pos.,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,FIP,WHIP,WAR
0,2015,KT,21,P,50,1,49,11,0,0,2,3,0,1,56.1,43,45,42.05,270,68,11,0,3,41,7,3,29,4,0,9,6.87,7.19,6.72,5.92,1.93,0.19
1,2016,KT,22,P,59,0,59,13,0,0,2,3,0,7,54.1,33,36,36.15,255,75,12,2,4,24,5,0,30,1,0,1,5.47,5.96,5.99,5.39,1.82,0.67
2,2017,KT,23,P,64,2,62,8,0,0,1,7,0,13,74.2,43,48,54.15,344,86,12,1,11,31,4,2,69,4,1,4,5.18,5.79,6.53,5.02,1.57,0.21
3,2018,KT,24,P,44,0,44,6,0,0,4,5,2,3,41.0,21,25,25.65,179,47,5,2,5,17,2,3,36,3,0,4,4.61,5.49,5.63,4.96,1.56,0.55
4,2021,KT,27,P,28,2,26,9,0,0,0,1,0,1,46.2,15,15,16.40,189,41,4,0,4,11,0,1,35,2,0,0,2.89,2.89,3.16,3.58,1.11,1.40
5,2022,KT,28,P,44,1,43,7,0,0,4,1,0,6,43.1,18,19,21.90,184,41,6,2,4,16,2,3,21,2,0,0,3.74,3.95,4.55,4.82,1.32,0.63
6,2023,KT,29,P,4,0,4,1,0,0,0,0,0,0,2.0,5,5,3.40,16,8,1,0,0,2,0,0,1,0,0,0,22.50,22.50,15.30,5.70,5.00,-0.14
7,2023,롯데,29,P,29,6,23,6,1,0,3,1,0,6,45.2,15,18,19.80,202,49,5,0,2,16,1,1,28,4,0,1,2.96,3.55,3.90,3.92,1.42,1.19
