,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2022,키움,한국,20,SS,6,4,31.0,23,8,12,3,87.0,5.81,,,,,,,,,,,,,,
1,1,1,2022,키움,플옵,20,SS,4,4,33.0,17,5,10,2,88.2,4.09,,,,,,,,,,,,,,
2,2,2,2022,키움,준플,20,SS,4,2,26.0,14,3,11,0,100.0,4.85,,,,,,,,,,,,,,
