,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2024,LG,준플,28,LF,1,0,1.0,0,0,0,0,,0.00,,,,,,,,,,,,,,
