,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2017,두산,한국,23,SS,3,2,14.0,4,0,4,0,100.0,2.57,,,,,,,,,,,,,,
1,1,1,2017,두산,플옵,23,SS,4,4,26.2,8,2,5,1,87.5,2.36,,,,,,,,,,,,,,
2,2,2,2018,두산,한국,24,1B,4,1,20.0,15,15,0,0,100.0,6.75,,,,,,,,,,,,,,
3,3,3,2019,두산,한국,25,SS,1,0,3.0,0,0,0,0,,0.0,,,,,,,,,,,,,,
4,4,4,2022,KIA,와카,28,3B,1,1,8.0,3,0,3,0,100.0,3.38,,,,,,,,,,,,,,
5,5,5,2024,삼성,한국,30,2B,5,5,41.0,21,11,9,1,95.2,4.39,,,,,,,,,,,,,,
6,6,6,2024,삼성,플옵,30,1B,1,0,1.0,2,2,0,0,100.0,18.0,,,,,,,,,,,,,,
7,7,7,2024,삼성,플옵,30,2B,3,2,20.0,14,6,8,0,100.0,6.3,,,,,,,,,,,,,,
