,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2022,키움,한국,27,1B,6,4,35.0,35,31,4,0,100.0,9.0,,,,,,,,,,,,,,
1,2022,키움,한국,27,2B,3,1,13.0,10,5,4,1,90.0,6.23,,,,,,,,,,,,,,
2,2022,키움,한국,27,LF,1,1,4.0,0,0,0,0,,0.0,,,,,,,,,,,,,,
3,2022,키움,플옵,27,1B,4,4,34.0,37,36,1,0,100.0,9.79,,,,,,,,,,,,,,
4,2022,키움,준플,27,1B,3,3,20.0,23,22,1,0,100.0,10.35,,,,,,,,,,,,,,
5,2022,키움,준플,27,2B,1,0,2.0,2,1,1,0,100.0,9.0,,,,,,,,,,,,,,
