,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2021,LG,준플,27,SS,1,0,2.0,2,2,0,0,100.0,9.0,,,,,,,,,,,,,,
