,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2022,KT,준플,28,C,2,0,5.0,4,4,0,0,100.0,7.2,,,,,,,,,,,,,,
1,1,1,2023,KT,플옵,29,C,1,0,2.0,1,1,0,0,100.0,4.5,,,,,,,,,,,,,,
