,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2014,NC,준플,25,C,4,4,28.0,28,24,3,1,96.4,8.68,,,,,,,,,,,,,,
1,1,1,2015,NC,플옵,26,C,5,5,39.0,39,35,3,1,97.4,8.77,,,,,,,,,,,,,,
2,2,2,2016,NC,한국,27,C,4,4,33.2,22,22,0,0,100.0,5.88,,,,,,,,,,,,,,
3,3,3,2016,NC,플옵,27,C,4,4,34.0,27,27,0,0,100.0,7.15,,,,,,,,,,,,,,
4,4,4,2017,NC,플옵,28,C,4,4,24.1,24,24,0,0,100.0,8.88,,,,,,,,,,,,,,
5,5,5,2017,NC,준플,28,C,5,5,39.0,35,33,2,0,100.0,8.08,,,,,,,,,,,,,,
6,6,6,2017,NC,와카,28,C,1,1,9.0,5,4,1,0,100.0,5.0,,,,,,,,,,,,,,
7,7,7,2024,KIA,한국,35,C,5,5,44.0,49,48,1,0,100.0,10.02,,,,,,,,,,,,,,
