,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2013,키움,준플,24,2B,5,5,53.0,35,9,26,0,100.0,5.94,,,,,,,,,,,,,,
1,1,1,2014,키움,한국,25,2B,6,6,52.2,24,11,12,1,95.8,3.93,,,,,,,,,,,,,,
2,2,2,2014,키움,플옵,25,2B,4,4,36.0,24,10,14,0,100.0,6.0,,,,,,,,,,,,,,
3,3,3,2015,키움,준플,26,2B,4,4,35.1,34,13,21,0,100.0,8.66,,,,,,,,,,,,,,
4,4,4,2015,키움,와카,26,2B,1,1,11.0,10,6,4,0,100.0,8.18,,,,,,,,,,,,,,
5,5,5,2016,키움,준플,27,2B,4,4,34.0,25,12,13,0,100.0,6.62,,,,,,,,,,,,,,
6,6,6,2021,LG,준플,32,2B,3,3,25.0,12,8,4,0,100.0,4.32,,,,,,,,,,,,,,
7,7,7,2022,LG,플옵,33,2B,4,3,27.0,13,4,9,0,100.0,4.33,,,,,,,,,,,,,,
8,8,8,2024,KIA,한국,35,1B,2,2,15.0,11,9,1,1,90.9,6.0,,,,,,,,,,,,,,
