,Unnamed: 0.1,Unnamed: 0,Year,Team,Series,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2014,삼성,한국,25,C,2,0,3.0,3,3,0,0,100.0,9.0,,,,,,,,,,,,,,
1,1,1,2015,삼성,한국,26,C,3,0,5.0,3,2,1,0,100.0,5.4,,,,,,,,,,,,,,
2,2,2,2019,두산,한국,30,C,1,0,3.0,2,1,1,0,100.0,6.0,,,,,,,,,,,,,,
