,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2016,KT,20,P,28,9,66.1,18,2,14,2,88.9,2.17,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
1,2019,KT,23,P,52,0,53.2,8,4,4,0,100.0,1.34,,,,,,,,,0.0,0.0,,,0.0,
