,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2020,LG,20,P,6,3,18.1,1,0,1,0,100.0,0.49,,,,,,,,,0.00,0.00,,,0.000,
1,2021,두산,21,P,4,0,2.2,1,0,1,0,100.0,3.38,,,,,,,,,0.00,0.00,,,0.000,
