,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2015,두산,20,P,64,0,61.2,11,2,9,0,100.0,1.61,,,,,,,,,0.0,0.0,,,0.0,
1,1,1,2016,두산,21,P,14,0,8.2,3,1,1,1,66.7,2.08,,,,,,,,,0.0,0.0,,,0.0,
2,2,2,2018,두산,23,P,62,0,67.0,12,4,7,1,91.7,1.48,,,,,,,,,0.0,0.0,,,0.0,
3,3,3,2019,두산,24,P,58,0,54.2,10,1,9,0,100.0,1.65,,,,,,,,,0.0,0.0,,,0.0,
4,4,4,2020,두산,25,P,36,6,55.1,6,2,4,0,100.0,0.98,,,,,,,,,0.0,0.0,,,0.0,
5,5,5,2022,LG,27,P,12,0,12.2,1,0,1,0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,
6,6,6,2024,LG,29,P,14,0,11.2,3,0,3,0,100.0,2.31,,,,,,,,,0.0,0.0,,,0.0,
