,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2019,한화,19,1B,27,14,133.0,136,124,11,1,99.3,9.14,-0.39,,0.13,,-0.50,,,,-0.77,-3.81,-1.10,-1.87,-0.079,-0.192
1,2019,한화,19,3B,1,0,2.0,0,0,0,0,,0.00,0.00,,0.00,,,,,,0.00,0.00,0.00,0.00,0.000,0.000
2,2022,한화,22,1B,8,6,54.1,59,54,3,2,96.6,9.44,-0.59,,-0.44,,0.15,,,,-0.89,-6.08,-0.46,-1.35,-0.091,-0.139
3,2022,한화,22,3B,7,4,37.0,10,3,6,1,90.0,2.19,0.33,,0.03,,0.12,,,,0.48,3.28,0.00,0.48,0.049,0.049
4,2023,KIA,23,1B,55,44,358.0,340,311,24,5,98.5,8.42,-1.88,,-0.34,,-0.15,,,,-2.37,-4.12,-3.14,-5.51,-0.242,-0.562
5,2023,KIA,23,3B,20,12,104.2,28,6,18,4,85.7,2.06,-1.36,,-0.75,0.15,0.02,,,,-1.94,-3.36,0.00,-1.94,-0.198,-0.198
6,2024,KIA,24,1B,53,38,314.0,290,277,11,2,99.3,8.25,-2.41,,0.55,,0.39,,,,-1.48,-3.08,-2.78,-4.26,-0.135,-0.389
7,2024,KIA,24,3B,15,5,74.0,22,6,15,1,95.5,2.55,1.17,,0.01,0.32,-0.65,,,,0.84,1.76,0.00,0.84,0.077,0.077
