,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2018,KIA,25,P,30,2,37.2,4,1,2,1,75.0,0.72,,,,,,,,,0.00,0.00,,,0.000,
1,2019,KIA,26,P,32,6,61.1,8,2,4,2,75.0,0.88,,,,,,,,,0.00,0.00,,,0.000,
