,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2019,SSG,24,P,17,2,19.0,3,1,2,0,100.0,1.42,,,,,,,,,0.0,0.0,,,0.0,
1,2021,두산,26,P,46,0,48.1,8,2,5,1,87.5,1.3,,,,,,,,,0.0,0.0,,,0.0,
2,2022,두산,27,P,34,0,31.1,3,2,1,0,100.0,0.86,,,,,,,,,0.0,0.0,,,0.0,
