,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,0,0,2018,LG,24,1B,7,5,39.2,45,40,5,0,100.0,10.21,0.98,,0.04,,,,,,1.02,13.39,-0.34,0.68,0.091,0.061
1,1,1,2021,NC,27,1B,25,11,103.0,103,90,7,6,94.2,8.48,-2.79,,-0.41,,0.07,,,,-3.14,-8.86,-0.9,-4.04,-0.311,-0.4
2,2,2,2022,NC,28,1B,23,14,121.0,109,99,10,0,100.0,8.11,0.9,,0.09,,0.14,,,,1.13,4.64,-0.9,0.23,0.116,0.024
3,3,3,2023,NC,29,1B,74,57,476.0,470,431,35,4,99.1,8.81,3.63,,-0.62,,-0.16,,,,2.85,5.01,-4.32,-1.47,0.291,-0.15
