,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2022,NC,23,C,7,0,15.0,15,13,1,1,93.3,8.40,0.00,,-0.44,,,0.41,-0.94,,-0.69,-12.37,0.14,-0.54,-0.071,-0.056
1,2023,한화,24,C,2,0,4.0,2,2,0,0,100.0,4.50,0.00,,0.01,,,,0.46,,0.33,23.90,0.05,0.38,0.034,0.039
