,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2016,키움,19,C,8,1,25.1,14,12,2,0,100.0,4.97,0.57,,0.09,,,0.17,0.71,,1.33,15.97,0.34,1.67,0.118,0.148
1,2017,키움,20,C,63,42,342.0,283,266,15,2,99.3,7.39,0.63,,0.08,,0.06,-2.47,-2.4,,-3.39,-7.62,3.05,-0.34,-0.311,-0.031
2,2018,키움,21,C,78,43,366.2,318,290,26,2,99.4,7.76,-0.05,,0.27,,0.06,-0.72,0.29,,-0.23,-0.42,2.93,2.7,-0.021,0.241
3,2019,키움,22,C,17,6,66.0,60,53,6,1,98.3,8.05,-0.07,,-0.29,,0.07,-0.47,0.71,,-0.26,-2.12,0.65,0.38,-0.027,0.039
4,2020,키움,23,C,44,19,191.1,172,154,14,4,97.7,7.9,0.21,,-1.43,,0.6,0.72,0.31,,0.31,0.71,1.75,2.06,0.029,0.194
5,2023,KIA,26,C,18,11,90.0,95,88,7,0,100.0,9.5,0.3,,0.23,,0.19,-0.2,-0.76,,-0.02,-0.12,0.82,0.8,-0.002,0.082
