,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2016,SK,19,1B,3,1,6.0,4,4,0,0,100.0,6.00,0.59,,0.01,,,,,,0.59,7.78,-0.04,0.55,0.053,0.049
1,2022,KIA,25,1B,5,1,14.2,10,9,1,0,100.0,6.14,-0.40,,0.01,,0.27,,,,-0.12,-1.74,-0.12,-0.24,-0.012,-0.025
2,2022,KIA,25,3B,6,3,25.0,6,2,4,0,100.0,2.16,0.06,,0.02,-0.17,,,,,-0.09,-1.28,0.00,-0.09,-0.009,-0.009
