,Year,Team,Age,Pos.,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS
0,2020,SK,26,P,52,0,47.1,3,0,3,0,100.0,0.57,,,,,,,,,0.00,0.00,,,0.000,
1,2024,KIA,30,P,23,2,37.0,7,0,6,1,85.7,1.46,,,,,,,,,0.00,0.00,,,0.000,
