,날짜,경기타입,홈경기,상대,승패,결과,GS,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA,GSC,DEC,Int,trade_team
0,2015-04-14,SS,1,두산,패배, 18:2,0,1.1,4,4,4.0,10,8,4,1,0,2,2,0,0,1,44,4.5,0.5,0.6,1.975,27.0,0.0,-3.09,0.0,,,7+일,before
1,2015-05-09,SS,1,LG,승리, 2:3,1,3.0,0,0,0.0,15,10,3,1,0,0,5,0,0,3,73,3.23,0.389,0.56,1.393,8.31,1.55,1.84,0.154,51,,7+일,before
2,2015-05-15,SS,1,롯데,패배, 11:10,1,5.0,3,3,3.0,25,19,6,0,0,1,5,0,0,4,98,2.68,0.351,0.51,1.159,6.75,1.12,0.06,0.032,42,,6일,before
3,2015-05-21,SS,0,NC,패배, 2:5,1,3.2,3,1,3.0,19,14,4,1,0,1,4,0,0,2,74,2.54,0.333,0.493,1.12,5.54,0.92,-1.03,-0.166,43,L,6일,before
4,2015-05-27,SS,0,LG,패배, 1:8,1,2.2,3,3,2.5,13,11,4,2,0,0,2,0,0,1,57,2.49,0.339,0.488,1.101,6.32,0.98,-0.53,-0.12,37,L,6일,before
5,2015-06-02,SS,1,SK,패배, 20:6,1,2.2,2,2,2.0,16,12,4,0,0,0,4,0,0,2,72,2.56,0.338,0.49,1.058,6.38,1.51,-1.16,-0.147,40,,6일,before
6,2015-06-07,SS,0,한화,승리, 4:3,1,3.2,2,2,2.0,19,15,3,1,0,0,4,0,0,2,72,2.45,0.315,0.47,0.987,6.14,1.17,-1.09,-0.065,45,,5일,before
7,2015-06-13,SS,1,넥센,패배, 10:1,1,2.1,7,7,5.8,16,13,6,0,0,1,3,0,0,3,69,2.59,0.333,0.481,1.02,8.14,1.11,-4.28,-0.321,17,L,6일,before
8,2015-06-18,SS,1,NC,패배, 9:4,1,0.0,5,5,5.0,6,5,5,2,0,1,1,0,0,0,18,2.84,0.364,0.504,1.111,9.99,1.06,-5.45,-0.394,19,L,5일,before
9,2015-08-04,SS,1,삼성,패배, 9:4,0,3.0,3,3,3.0,16,13,4,0,0,1,3,0,0,4,63,2.78,0.358,0.497,1.097,9.88,0.1,-1.16,-0.019,,,7+일,before
10,2015-08-11,SS,1,한화,패배, 4:0,0,1.0,1,1,1.0,5,4,1,1,0,0,1,0,0,1,18,2.75,0.355,0.494,1.091,9.85,0.21,-0.39,-0.027,,,7일,before
11,2015-08-12,SS,1,한화,패배, 13:4,0,3.2,3,3,3.0,18,17,7,2,0,0,1,0,0,5,71,2.69,0.362,0.489,1.078,9.56,0.02,-1.91,-0.007,,,1일,before
12,2015-08-18,SS,1,넥센,승리, 5:15,1,7.0,1,1,1.0,25,23,3,2,0,0,1,0,0,3,75,2.31,0.329,0.448,0.985,8.08,0.11,2.29,0.061,69,W,6일,before
13,2015-08-23,SS,1,두산,패배, 9:7,1,3.0,0,0,0.0,16,12,4,0,0,0,3,0,1,0,51,2.31,0.33,0.452,0.975,7.5,1.42,1.84,0.135,48,,5일,before
14,2015-08-30,SS,1,SK,승리, 4:6,1,2.1,4,4,2.8,13,9,4,0,0,0,3,0,0,2,70,2.35,0.335,0.459,0.978,7.92,0.88,-1.28,-0.123,32,,7일,before
15,2015-09-05,SS,1,NC,승리, 2:10,1,6.0,2,2,2.0,23,22,4,0,0,1,1,0,0,3,82,2.17,0.319,0.437,0.935,7.33,0.33,1.68,0.094,58,W,6일,before
16,2015-09-10,SS,1,LG,승리, 3:4,1,5.0,2,2,2.0,23,18,4,1,0,0,4,0,0,1,91,2.11,0.311,0.429,0.909,6.99,1.26,1.06,0.026,48,,5일,before
17,2015-09-15,SS,0,NC,패배, 3:11,1,1.1,6,6,6.0,10,9,5,0,0,3,1,0,0,3,34,2.17,0.321,0.435,0.956,7.78,0.6,-5.09,-0.356,22,L,5일,before
18,2015-09-23,SS,1,삼성,패배, 11:0,1,0.1,5,4,4.65,7,4,3,0,0,0,3,0,0,1,37,2.26,0.328,0.445,0.97,8.37,1.34,-4.75,-0.363,25,L,7+일,before
19,2015-09-29,SS,0,SK,패배, 0:10,0,1.0,2,2,2.0,5,5,3,1,0,1,0,0,0,0,14,2.28,0.333,0.448,0.991,8.53,0.0,-1.39,-0.001,,,6일,before
20,2016-04-06,SS,1,삼성,패배, 11:6,1,4.0,7,3,7.0,24,20,7,1,0,0,3,0,0,1,81,2.5,0.35,0.435,0.835,6.75,1.03,-4.43,-0.51,26,L,7+일,before
21,2016-04-17,SS,1,SK,패배, 10:6,0,0.1,3,3,1.45,4,0,0,0,0,0,2,1,0,0,12,2.77,0.35,0.48,0.88,12.46,3.38,-1.17,-0.216,,L,7+일,before
22,2016-04-24,SS,0,삼성,패배, 0:6,1,5.0,1,1,1.0,22,19,4,1,0,0,1,0,1,2,83,1.82,0.282,0.391,0.724,6.75,1.18,0.77,0.002,56,L,7일,before
23,2016-05-01,SS,0,LG,패배, 2:4,1,2.2,3,3,3.0,15,10,4,1,0,0,2,0,1,1,56,1.92,0.306,0.417,0.784,7.5,1.45,-1.46,-0.215,37,L,7일,before
24,2016-05-07,SS,1,한화,승리, 10:17,1,1.2,5,5,5.0,13,11,6,0,0,1,2,0,0,0,57,2.27,0.35,0.452,0.902,9.88,0.86,-4.23,-0.344,21,,6일,before
25,2016-05-26,SS,0,두산,패배, 3:6,1,1.1,3,3,1.45,8,4,1,1,0,0,4,0,0,2,43,2.4,0.344,0.469,0.922,10.8,1.35,-0.53,-0.053,38,L,7+일,before
26,2016-06-19,SS,1,NC,패배, 15:7,0,2.2,1,0,1.0,14,13,4,0,0,0,0,0,1,1,52,2.26,0.338,0.453,0.882,9.17,0.02,0.64,-0.001,,,7+일,before
27,2016-06-21,SS,0,두산,패배, 1:12,0,1.0,1,1,1.0,5,4,2,1,0,0,0,0,1,1,19,2.25,0.346,0.46,0.904,9.16,0.0,-0.36,0.0,,,2일,before
28,2016-06-26,SS,0,삼성,패배, 8:11,0,3.0,1,1,1.0,12,11,2,0,0,0,1,0,0,5,45,2.08,0.326,0.438,0.851,8.31,0.18,0.93,0.0,,,5일,before
29,2016-07-06,SS,1,KIA,패배, 7:0,0,0.1,2,2,1.15,3,1,1,0,0,0,1,0,0,0,12,2.14,0.333,0.447,0.866,9.0,0.1,-1.01,-0.006,,,7+일,before
30,2016-07-08,SS,0,SK,패배, 3:8,0,2.0,0,0,0.0,6,6,0,0,0,0,0,0,0,3,24,1.96,0.313,0.425,0.819,8.25,0.03,1.28,0.004,,,2일,before
31,2016-07-13,SS,1,넥센,패배, 11:8,0,1.0,0,0,0.0,3,2,0,0,0,0,1,0,0,1,15,1.92,0.307,0.423,0.809,7.92,0.17,1.35,0.017,,,5일,before
32,2016-07-14,SS,1,넥센,패배, 10:5,0,0.1,0,0,0.0,1,1,0,0,0,0,0,0,0,0,2,1.89,0.304,0.419,0.801,7.82,0.05,0.52,0.001,,,1일,before
33,2016-07-19,SS,0,한화,패배, 7:17,0,1.1,1,1,1.0,6,5,2,2,0,0,0,0,0,0,25,1.88,0.308,0.419,0.821,7.76,0.42,0.3,-0.042,,,5일,before
34,2016-07-21,SS,0,한화,패배, 1:8,0,3.0,0,0,0.0,10,8,1,0,0,0,2,0,0,0,39,1.79,0.296,0.41,0.793,6.98,0.04,2.33,0.006,,,2일,before
35,2016-07-23,SS,1,삼성,패배, 12:2,0,3.0,1,1,1.0,10,9,1,0,0,1,1,0,0,3,37,1.68,0.282,0.396,0.783,6.61,0.1,0.93,-0.001,,,2일,before
36,2016-07-28,SS,0,KIA,패배, 3:9,0,2.0,2,2,2.0,10,9,3,1,0,0,1,0,0,0,30,1.7,0.286,0.396,0.787,6.75,0.06,-0.72,-0.016,,,5일,before
37,2016-08-04,SS,0,NC,패배, 2:9,0,2.0,2,2,2.0,8,7,2,1,0,1,1,0,0,2,37,1.69,0.286,0.395,0.809,6.87,0.14,0.28,-0.037,,,7일,before
