,날짜,경기타입,홈경기,상대,승패,결과,타순,Pos.,GS,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,NP,avLI,RE24,WPA,trade_team
0,2013-10-08,SP,1,두산,승리, 3:4,1.0,4.0,1,5,4,1,2,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0.269,0.355,0.322,0.677,19,1.45,1.25,0.119,before
1,2013-10-09,SP,1,두산,승리, 2:3,1.0,4.0,1,5,3,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0.269,0.358,0.322,0.68,22,3.15,0.98,0.541,before
2,2013-10-11,SP,0,두산,패배, 3:4,1.0,4.0,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.264,0.353,0.316,0.669,28,1.81,-0.76,-0.086,before
3,2013-10-12,SP,0,두산,패배, 1:2,1.0,4.0,1,4,4,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.267,0.354,0.318,0.672,13,1.21,0.18,0.021,before
4,2013-10-14,SP,1,두산,패배, 8:5,1.0,4.0,1,6,5,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.266,0.354,0.317,0.671,18,1.48,-0.01,-0.053,before
5,2014-10-24,SP,0,LG,승리, 4:3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.438,0.547,0.985,0,,,,before
6,2014-10-27,PO,1,LG,승리, 3:6,1.0,4.0,1,4,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0.368,0.438,0.544,0.982,21,0.98,-0.82,-0.065,before
7,2014-10-28,PO,1,LG,패배, 9:2,1.0,4.0,1,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.367,0.436,0.542,0.978,12,0.63,0.32,-0.06,before
8,2014-10-30,PO,0,LG,승리, 6:2,1.0,4.0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.365,0.434,0.539,0.973,13,0.49,-1.27,-0.047,before
9,2014-10-31,PO,0,LG,승리, 12:2,1.0,4.0,1,6,6,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0.365,0.433,0.537,0.97,22,0.71,-0.78,-0.009,before
10,2014-11-04,KS,0,삼성,승리, 4:2,1.0,4.0,1,5,5,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0.363,0.431,0.537,0.968,20,0.85,0.08,0.019,before
11,2014-11-05,KS,0,삼성,패배, 1:7,1.0,4.0,1,4,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0.362,0.43,0.534,0.964,22,0.51,-0.07,-0.02,before
12,2014-11-07,KS,1,삼성,패배, 3:1,1.0,4.0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359,0.428,0.531,0.959,13,1.03,-0.77,-0.072,before
13,2014-11-08,KS,1,삼성,승리, 3:9,1.0,4.0,1,4,3,2,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0.359,0.428,0.53,0.958,20,0.76,1.83,0.106,before
