,날짜,경기타입,홈경기,상대,승패,결과,GS,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA,GSC,DEC,Int
0,2019-04-20,SS,1,두산,패배, 10:1,0,2.0,0,0,0.00,8,8,2,0,0,0,0,0,0,0,21,1.00,0.250,0.250,0.500,0.00,0.00,1.04,0.000,,,7+일
1,2019-04-23,SS,0,LG,패배, 2:9,0,1.2,0,0,0.00,5,5,0,0,0,0,0,0,0,1,19,0.55,0.154,0.154,0.308,0.00,0.02,1.05,0.002,,,3일
2,2019-04-28,SS,0,키움,패배, 5:13,0,1.0,0,0,0.00,5,5,2,0,0,0,0,0,0,0,18,0.86,0.222,0.222,0.444,0.00,0.32,0.52,0.012,,,5일
3,2019-05-01,SS,1,삼성,패배, 10:2,0,2.2,0,0,0.70,9,6,0,0,0,0,1,0,1,1,29,0.68,0.167,0.222,0.389,0.00,0.23,0.90,0.002,,,3일
4,2019-05-05,SS,0,NC,패배, 3:10,0,0.1,1,1,1.00,4,2,1,0,1,0,1,0,1,0,20,0.91,0.192,0.290,0.559,1.17,0.14,-1.67,-0.023,,,4일
5,2019-05-10,SS,1,SK,패배, 4:1,0,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,7,0.81,0.172,0.265,0.506,1.04,0.20,0.52,0.015,,,5일
6,2019-05-11,SS,1,SK,패배, 10:3,0,1.0,1,1,1.00,5,5,2,0,0,1,0,0,0,0,14,0.93,0.206,0.282,0.635,1.86,0.01,-0.48,-0.001,,,1일
7,2019-05-14,SS,1,KT,패배, 6:1,0,1.0,2,2,3.05,7,6,3,0,0,0,1,0,0,0,30,1.22,0.250,0.326,0.701,3.38,0.52,-2.00,-0.067,,,3일
8,2019-05-16,SS,1,KT,패배, 6:3,0,2.0,0,0,0.00,6,6,1,0,0,0,0,0,0,1,28,1.11,0.239,0.308,0.656,2.84,0.09,1.04,0.011,,,2일
9,2019-05-25,SS,1,KT,승리, 3:10,0,1.0,2,1,2.00,6,6,2,0,0,1,0,0,0,1,18,1.17,0.250,0.310,0.714,3.29,0.00,-1.48,0.000,,,7+일
10,2019-05-26,SS,1,KT,승리, 5:17,0,1.0,4,3,4.00,8,6,3,0,0,0,2,0,0,0,27,1.43,0.276,0.348,0.762,4.91,0.01,-3.48,0.000,,,1일
11,2019-06-15,SS,0,롯데,패배, 0:7,0,0.2,2,2,2.35,6,6,4,0,0,0,0,0,0,0,12,1.63,0.313,0.375,0.813,5.87,0.08,-1.94,-0.017,,,7+일
12,2019-09-19,SS,0,삼성,패배, 2:12,0,1.0,4,4,4.00,8,6,3,2,0,0,2,0,0,2,40,1.84,0.329,0.400,0.871,7.71,0.00,-3.48,-0.001,,,7+일
13,2021-09-02,SS,1,삼성,패배, 5:1,0,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,11,0.00,0.000,0.000,0.000,0.00,0.05,0.55,0.004,,,7+일
14,2021-09-04,SS,0,한화,패배, 2:6,0,1.0,0,0,0.00,6,4,1,0,0,0,1,0,1,1,25,1.00,0.143,0.333,0.476,0.00,0.03,0.55,0.001,,,2일
15,2021-09-10,SS,0,키움,패배, 3:4,0,1.0,0,0,0.00,6,4,2,1,0,0,1,0,1,0,23,1.67,0.273,0.467,0.831,0.00,0.53,0.55,0.017,,,6일
16,2021-09-14,SS,1,롯데,패배, 8:7,0,3.0,2,2,2.00,13,9,1,0,0,0,3,0,1,1,42,1.50,0.200,0.429,0.679,3.00,0.20,-0.34,-0.027,,,4일
17,2021-10-07,SS,1,LG,패배, 8:1,0,1.0,0,0,0.00,4,4,1,0,0,0,0,0,0,0,17,1.43,0.208,0.406,0.656,2.57,0.01,0.55,0.000,,,7+일
18,2021-10-15,SS,0,KT,패배, 7:7,0,1.0,0,0,0.00,5,3,0,0,0,0,2,0,0,1,17,1.50,0.185,0.405,0.627,2.25,0.71,0.15,-0.027,,,7+일
19,2021-10-17,SS,0,두산,패배, 2:5,0,1.0,0,0,0.00,4,4,1,0,0,0,0,0,0,0,14,1.44,0.194,0.390,0.616,2.00,0.13,0.55,0.006,,,2일
20,2021-10-21,SS,1,한화,패배, 13:2,0,3.0,1,0,1.00,13,10,1,1,0,0,3,0,0,1,55,1.42,0.171,0.370,0.590,1.50,0.01,0.66,0.000,,,4일
21,2021-10-29,SS,1,두산,패배, 11:5,0,2.1,3,3,3.00,13,10,2,0,0,1,3,0,0,1,40,1.53,0.176,0.373,0.648,3.14,0.16,-1.35,-0.043,,,7+일
22,2022-10-08,SS,1,KT,패배, 7:2,0,2.0,0,0,0.00,9,8,2,0,0,0,1,0,0,1,29,1.50,0.250,0.333,0.583,0.00,1.38,1.02,0.115,,,7+일
23,2023-04-16,SS,0,KT,패배, 2:14,0,2.0,5,4,5.00,11,9,4,0,0,0,2,0,0,0,44,3.00,0.444,0.545,0.989,18.00,0.04,-3.95,-0.007,,,7+일
24,2024-04-14,SS,1,KIA,패배, 5:2,0,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,0,11,0.00,0.000,0.000,0.000,0.00,0.10,0.61,0.008,,,7+일
