,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2020,LG,26,2B,0.22,-0.37,23,31,31,30,9,11,2,0,0,13,3,5,0,1,0,0,6,2,0,0,0.367,0.387,0.433,0.820,0.157,125.4,-0.15
1,2021,LG,27,3B,-0.09,-0.20,8,12,12,10,2,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.100,0.250,0.100,0.350,0.005,4.1,-0.29
2,2022,LG,28,2B,0.36,-0.31,36,82,81,74,13,19,0,2,3,32,14,0,3,6,0,0,14,2,1,1,0.257,0.309,0.432,0.741,0.119,108.0,0.05
3,2023,LG,29,SS,-0.23,-0.14,27,45,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,0.205,0.222,0.273,0.495,0.025,21.8,-0.36
4,2024,LG,30,3B,-0.07,-0.12,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000,0.000,0.000,0.000,-0.190,-151.2,-0.19
5,2024,롯데,30,3B,2.96,-0.57,100,428,425,396,70,126,26,4,18,214,78,7,4,17,9,2,65,5,1,5,0.318,0.356,0.540,0.896,0.170,121.7,2.40
