,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2013,삼성,19,3B,-0.09,0.05,8,22,21,21,3,4,1,0,1,8,2,0,0,0,0,0,5,1,1,0,0.19,0.19,0.381,0.571,-0.094,27.3,-0.04
1,1,1,2014,삼성,20,3B,-0.08,0.02,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.196,-140.4,-0.06
2,2,2,2017,KT,23,3B,2.06,-0.39,124,399,393,350,45,105,20,3,6,149,42,4,2,18,22,0,69,14,6,3,0.3,0.369,0.426,0.795,0.145,105.6,1.67
3,3,3,2018,KT,24,3B,0.05,-0.31,65,132,126,117,16,31,7,0,2,44,9,3,0,9,0,0,28,3,6,0,0.265,0.317,0.376,0.693,0.101,70.1,-0.26
4,4,4,2019,KT,25,SS,-0.16,-0.15,4,11,11,10,0,1,0,0,0,1,1,0,0,1,0,0,3,1,0,0,0.1,0.182,0.1,0.282,-0.035,-29.7,-0.31
5,5,5,2019,SSG,25,SS,-0.32,0.19,23,34,34,28,3,2,0,0,0,2,1,1,1,5,0,0,14,0,0,1,0.071,0.206,0.071,0.277,-0.024,-19.6,-0.12
6,6,6,2020,SSG,26,SS,-0.54,-0.19,89,128,125,112,14,17,4,0,2,27,4,0,2,11,2,0,34,3,3,0,0.152,0.24,0.241,0.481,0.029,21.8,-0.72
7,7,7,2021,SSG,27,SS,0.13,-0.1,12,29,27,21,5,4,2,0,0,6,0,0,0,3,3,0,4,1,2,0,0.19,0.37,0.286,0.656,0.119,95.2,0.02
8,8,8,2021,NC,27,SS,0.19,-0.14,56,120,114,96,9,22,3,1,0,27,7,0,1,14,4,0,20,6,6,0,0.229,0.351,0.281,0.632,0.101,79.5,0.05
