,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2019,NC,23,LF,0.23,-0.08,24,10,10,9,5,4,1,0,0,5,1,6,2,1,0,0,2,0,0,0,0.444,0.5,0.556,1.056,0.239,207.6,0.15
1,2021,NC,25,LF,-0.23,0.2,48,34,32,31,8,7,1,0,0,8,1,4,3,1,0,0,7,0,2,0,0.226,0.25,0.258,0.508,0.031,24.3,-0.03
2,2022,NC,26,CF,0.05,-0.33,44,34,34,34,19,11,0,0,0,11,3,6,3,0,0,0,7,1,0,0,0.324,0.324,0.324,0.648,0.082,67.3,-0.28
3,2023,LG,27,CF,-0.2,0.01,38,15,15,14,10,1,0,0,0,1,1,8,3,1,0,0,4,1,0,0,0.071,0.133,0.071,0.204,-0.071,-63.7,-0.19
4,2024,LG,28,LF,-0.29,0.2,57,16,15,13,20,1,0,0,0,1,1,11,7,2,0,0,3,0,1,0,0.077,0.2,0.077,0.277,-0.037,-28.6,-0.09
