,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2021,키움,19,2B,-0.37,-0.3,34,89,86,70,9,9,1,0,1,13,8,1,0,13,2,0,23,0,3,1,0.129,0.279,0.186,0.465,0.042,35.3,-0.67
1,2022,키움,20,SS,1.86,-0.93,112,393,390,333,40,74,12,1,8,112,36,0,0,39,14,0,115,6,3,4,0.222,0.326,0.336,0.662,0.107,93.8,0.93
2,2023,키움,21,SS,2.32,-0.43,110,435,429,369,46,92,22,0,8,138,51,0,0,48,5,0,97,8,6,7,0.249,0.338,0.374,0.712,0.119,102.5,1.89
3,2024,키움,22,SS,0.1,0.1,51,196,193,174,24,40,9,1,5,66,25,0,0,15,3,1,49,9,2,2,0.23,0.299,0.379,0.678,0.095,73.3,0.2
4,2024,NC,22,SS,1.52,0.47,89,366,364,314,54,86,15,0,11,134,48,4,3,37,7,0,70,7,2,6,0.274,0.357,0.427,0.784,0.141,106.3,1.99
