,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2015,LG,20,SS,-0.11,-0.05,20,26,26,24,2,5,0,0,0,5,1,0,0,1,0,0,8,0,0,1,0.208,0.231,0.208,0.439,-0.002,-1.6,-0.16
1,2016,LG,21,SS,-0.14,0.08,14,15,15,13,2,1,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0.077,0.2,0.077,0.277,-0.044,-34.2,-0.06
2,2017,LG,22,SS,-0.12,0.02,8,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.187,-136.8,-0.11
3,2020,LG,25,SS,-0.14,0.22,46,68,67,60,10,13,3,0,1,19,6,0,0,6,0,0,7,2,1,1,0.217,0.284,0.317,0.601,0.071,57.1,0.08
4,2021,LG,26,3B,-0.08,0.03,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.179,-157.2,-0.05
5,2022,KT,27,2B,0.18,-0.03,35,63,60,57,7,14,2,0,3,25,10,1,0,3,0,0,17,5,3,0,0.246,0.283,0.439,0.722,0.108,88.5,0.15
6,2023,KT,28,SS,-0.06,0.22,69,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.53,0.058,48.0,0.16
7,2024,KT,29,SS,-0.13,0.09,17,18,18,14,1,1,0,0,0,1,0,0,0,4,0,0,5,0,0,0,0.071,0.278,0.071,0.349,0.018,13.5,-0.04
