,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2015,롯데,23,2B,0.03,0.08,29,36,35,33,7,9,1,0,1,13,3,0,0,2,0,0,8,2,1,0,0.273,0.314,0.394,0.708,0.101,72.8,0.11
1,1,1,2018,롯데,26,2B,-0.18,-0.05,13,13,13,12,3,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.167,0.231,0.167,0.398,-0.005,-3.1,-0.23
2,2,2,2019,롯데,27,1B,-0.71,-0.15,76,228,224,198,21,44,2,0,1,49,21,0,0,20,2,1,43,4,4,4,0.222,0.295,0.247,0.542,0.058,47.6,-0.86
3,3,3,2020,롯데,28,2B,1.18,-0.27,63,197,196,168,31,50,7,1,4,71,32,2,1,24,2,0,47,2,1,2,0.298,0.388,0.423,0.811,0.156,115.0,0.91
4,4,4,2021,롯데,29,2B,0.07,-0.22,33,76,76,69,9,16,7,0,2,29,5,2,0,7,0,1,21,2,0,0,0.232,0.303,0.42,0.723,0.112,85.4,-0.16
5,5,5,2021,KT,29,2B,0.77,0.72,64,122,117,95,14,24,4,0,2,34,11,2,0,20,2,0,26,2,5,0,0.253,0.393,0.358,0.751,0.141,113.3,1.49
6,6,6,2022,KT,30,2B,0.8,0.58,112,337,332,286,23,67,13,0,6,98,37,2,1,34,6,0,69,9,5,6,0.234,0.322,0.343,0.665,0.103,84.6,1.37
7,7,7,2023,KT,31,1B,0.35,0.21,82,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7,0.55
8,8,8,2024,KT,32,2B,1.36,0.16,73,201,198,174,33,51,12,2,6,85,27,0,1,18,4,0,41,7,3,2,0.293,0.369,0.489,0.858,0.166,120.7,1.52
