,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2019,한화,19,1B,-0.12,-0.08,29,61,61,53,7,12,1,0,1,16,2,0,0,7,1,0,17,3,0,0,0.226,0.328,0.302,0.63,0.094,82.6,-0.2
1,1,1,2022,한화,22,1B,0.01,-0.04,21,61,61,61,5,16,3,0,3,28,8,0,0,0,0,0,21,3,0,0,0.262,0.262,0.459,0.721,0.103,89.0,-0.03
2,2,2,2023,KIA,23,1B,0.11,-0.44,83,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.35,0.664,0.1,88.1,-0.33
3,3,3,2024,KIA,24,1B,0.77,-0.04,69,187,187,168,22,51,9,2,5,79,21,1,0,16,2,0,48,8,0,1,0.304,0.369,0.47,0.839,0.159,119.0,0.72
