,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2019,키움,20,RF,-0.03,0.08,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.164,-137.5,0.05
1,1,1,2020,롯데,21,RF,-0.23,0.12,13,28,28,24,3,3,0,0,0,3,0,0,0,4,0,0,8,0,0,0,0.125,0.25,0.125,0.375,0.006,4.5,-0.12
2,2,2,2021,롯데,22,RF,0.61,0.16,95,300,295,262,37,66,15,0,5,96,26,4,3,26,7,0,57,3,5,0,0.252,0.336,0.366,0.702,0.113,87.9,0.77
3,3,3,2022,롯데,23,RF,-0.08,-0.14,33,66,66,58,10,13,4,0,0,17,5,1,0,7,1,0,17,1,0,0,0.224,0.318,0.293,0.611,0.089,72.7,-0.22
