,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2019,삼성,29,SS,2.28,0.23,118,436,431,385,43,101,14,3,7,142,36,15,5,32,10,0,89,3,5,4,0.262,0.332,0.369,0.701,0.112,90.8,2.51
1,2020,삼성,30,SS,0.42,0.41,64,243,239,206,30,47,11,0,4,70,28,6,2,26,2,1,58,3,4,5,0.228,0.314,0.34,0.654,0.094,68.2,0.83
2,2021,삼성,31,SS,-0.06,-0.36,66,174,170,155,17,32,8,0,4,52,20,2,2,14,1,0,61,3,4,0,0.206,0.276,0.335,0.611,0.073,58.1,-0.42
3,2022,롯데,32,SS,-0.03,-0.64,91,260,251,232,29,48,11,1,3,70,15,2,4,16,2,0,54,3,9,1,0.207,0.263,0.302,0.565,0.061,50.4,-0.67
4,2023,롯데,33,SS,0.14,-0.31,104,122,122,110,22,23,2,0,3,34,13,4,1,11,1,0,31,2,0,0,0.209,0.287,0.309,0.596,0.075,61.7,-0.17
5,2024,롯데,34,SS,0.25,-0.4,43,105,103,95,13,25,2,2,2,37,4,0,1,6,2,0,44,0,2,0,0.263,0.32,0.389,0.709,0.111,79.9,-0.15
