,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2018,NC,21,SS,-0.06,0.24,63,160,159,142,24,33,5,0,1,41,9,4,1,8,8,0,28,1,1,1,0.232,0.308,0.289,0.597,0.071,50.3,0.18
1,1,1,2019,NC,22,SS,0.45,-0.08,76,154,152,141,16,39,4,2,1,50,12,3,4,6,4,0,21,1,2,1,0.277,0.322,0.355,0.677,0.103,86.4,0.37
2,2,2,2020,NC,23,SS,0.33,-0.57,56,72,70,64,10,19,6,0,0,25,7,3,1,4,1,0,11,0,2,1,0.297,0.343,0.391,0.734,0.123,89.0,-0.24
3,3,3,2021,NC,24,SS,0.31,-0.07,17,26,25,22,2,8,1,0,0,9,1,0,0,2,1,0,5,0,1,0,0.364,0.44,0.409,0.849,0.178,136.5,0.23
4,4,4,2021,SSG,24,SS,0.34,-0.39,71,135,127,110,18,22,6,0,2,34,6,0,0,14,3,0,27,1,8,0,0.2,0.307,0.309,0.616,0.085,68.5,-0.05
5,5,5,2023,SSG,26,3B,0.01,-0.05,36,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.081,67.6,-0.04
6,6,6,2024,SSG,27,2B,-0.23,-0.03,5,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0.0,-0.19,-139.6,-0.26
