,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2016,KIA,19,RF,-0.37,-0.15,17,33,32,29,4,4,0,0,0,4,2,1,1,3,0,0,10,1,1,0,0.138,0.219,0.138,0.357,-0.022,-16.9,-0.52
1,2017,KIA,20,RF,0.07,-0.09,18,8,8,5,3,2,0,0,0,2,0,0,1,1,2,0,1,0,0,0,0.400,0.625,0.400,1.025,0.293,214.8,-0.02
2,2019,KIA,22,RF,-0.19,0.03,11,15,15,15,1,2,0,0,0,2,2,0,0,0,0,0,4,0,0,0,0.133,0.133,0.133,0.266,-0.061,-54.0,-0.16
3,2020,KIA,23,RF,0.09,-0.16,32,27,27,22,4,5,1,0,0,6,5,1,0,5,0,0,9,1,0,0,0.227,0.370,0.273,0.643,0.113,87.1,-0.07
4,2021,KIA,24,RF,0.21,0.07,17,47,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,0.200,0.319,0.450,0.769,0.131,106.5,0.28
5,2022,한화,25,RF,-0.21,-0.05,70,240,240,220,27,44,12,1,8,82,31,2,2,17,0,0,90,4,0,3,0.200,0.254,0.373,0.627,0.077,66.9,-0.26
6,2023,한화,26,RF,2.06,0.38,121,422,418,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.344,0.394,0.738,0.129,109.2,2.44
7,2024,한화,27,CF,-0.30,0.15,42,103,103,93,20,19,6,0,1,28,13,0,1,8,2,0,27,3,0,0,0.204,0.282,0.301,0.583,0.067,50.9,-0.15
