,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2014,두산,22,1B,-0.08,-0.12,4,8,8,8,1,2,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0.25,0.25,0.375,0.625,0.056,45.5,-0.2
1,2017,두산,25,1B,-0.05,0.01,4,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.2,0.2,0.2,0.4,-0.021,-16.4,-0.04
2,2018,삼성,26,1B,-0.07,-0.07,9,19,19,16,1,3,0,0,0,3,0,0,0,3,0,0,7,1,0,0,0.188,0.316,0.188,0.504,0.058,37.1,-0.15
3,2019,삼성,27,1B,-0.36,0.11,13,28,28,28,1,5,3,0,0,8,0,0,0,0,0,0,6,0,0,0,0.179,0.179,0.286,0.465,0.006,4.9,-0.26
4,2020,삼성,28,1B,0.19,-0.01,62,154,152,139,16,39,7,0,5,61,18,2,0,11,0,0,38,3,2,2,0.281,0.329,0.439,0.768,0.124,87.4,0.18
5,2021,삼성,29,1B,-0.05,0.05,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,0.0
6,2021,한화,29,1B,0.69,0.16,60,206,205,172,17,46,12,2,1,65,24,0,3,29,3,0,52,4,1,1,0.267,0.38,0.378,0.758,0.141,117.7,0.85
7,2022,한화,30,1B,-0.35,0.21,41,117,117,99,6,19,5,0,0,24,5,1,1,17,0,0,32,0,0,1,0.192,0.308,0.242,0.55,0.071,61.2,-0.13
8,2023,한화,31,DH,-0.21,-0.04,8,16,15,14,2,2,0,0,0,2,0,0,0,1,0,0,3,0,1,0,0.143,0.2,0.143,0.343,-0.019,-15.7,-0.25
