,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2014,두산,23,RP,0.00,0.07,11,12,12,10,0,2,0,0,0,2,3,0,0,0,2,0,1,0,0,0,0.200,0.333,0.200,0.533,0.083,65.4,0.07
1,2015,두산,24,C,0.07,0.00,4,3,3,3,1,1,0,0,1,4,2,0,0,0,0,0,0,1,0,0,0.333,0.333,1.333,1.666,0.418,328.9,0.07
2,2018,삼성,27,C,-0.03,0.00,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-0.189,-153.1,-0.03
3,2019,삼성,28,C,-0.04,-0.05,8,13,13,13,0,3,1,0,0,4,0,0,0,0,0,0,6,1,0,0,0.231,0.231,0.308,0.539,0.037,30.9,-0.09
4,2020,삼성,29,C,-0.26,-0.08,45,85,82,76,7,17,1,0,0,18,5,0,0,5,1,0,22,1,3,0,0.224,0.280,0.237,0.517,0.045,32.9,-0.34
5,2021,삼성,30,C,-0.05,0.01,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,-0.179,-166.5,-0.03
6,2022,NC,31,C,-0.54,-0.05,34,75,73,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,0.134,0.192,0.194,0.386,-0.002,-2.0,-0.59
