,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,2020,롯데,25,2B,-0.05,0.08,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.181,-125.6,0.02
1,2021,롯데,26,2B,-0.09,0.21,7,11,11,9,0,2,0,0,0,2,1,0,0,1,0,0,1,1,0,1,0.222,0.273,0.222,0.495,0.032,24.8,0.12
2,2022,롯데,27,3B,-0.19,-0.16,88,222,218,205,20,50,10,1,2,68,16,3,1,11,2,1,38,5,4,0,0.244,0.289,0.332,0.621,0.08,67.7,-0.35
3,2023,KT,28,2B,0.77,0.22,85,234,233,212,28,59,5,1,3,75,17,4,2,16,4,0,41,6,1,1,0.278,0.339,0.354,0.693,0.111,90.4,0.99
4,2024,KT,29,3B,-0.55,-0.06,27,43,42,41,3,6,1,0,0,7,0,0,0,1,0,0,12,2,1,0,0.146,0.167,0.171,0.338,-0.044,-32.6,-0.61
