,Unnamed: 0.1,Unnamed: 0,Year,Team,Age,Pos.,oWAR,dWAR,G,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR
0,0,0,2016,한화,20,CF,-0.01,-0.04,17,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.195,-147.1,-0.05
1,1,1,2017,한화,21,CF,-0.87,0.53,67,145,137,131,23,29,0,0,0,29,2,4,2,5,1,0,15,2,8,0,0.221,0.255,0.221,0.476,0.019,13.9,-0.34
2,2,2,2018,한화,22,CF,-0.22,0.14,28,50,50,46,6,11,1,0,1,15,2,0,1,3,1,0,8,1,0,0,0.239,0.3,0.326,0.626,0.077,55.8,-0.08
3,3,3,2019,한화,23,CF,0.0,0.15,14,31,31,31,3,9,1,0,0,10,4,3,0,0,0,0,8,1,0,0,0.29,0.29,0.323,0.613,0.069,58.9,0.16
4,4,4,2020,한화,24,CF,-0.55,0.19,37,39,39,38,5,4,0,0,0,4,1,0,0,0,1,0,14,0,0,0,0.105,0.128,0.105,0.233,-0.078,-60.1,-0.36
5,5,5,2021,한화,25,CF,-0.43,-0.13,33,62,58,53,8,10,1,0,0,11,2,2,2,3,2,0,12,2,4,0,0.189,0.259,0.208,0.467,0.027,23.3,-0.56
6,6,6,2022,KT,26,RF,-0.09,-0.06,31,16,16,15,6,2,0,0,0,2,1,2,0,0,1,0,4,0,0,0,0.133,0.188,0.133,0.321,-0.02,-15.8,-0.16
7,7,7,2023,KT,27,RF,-0.35,0.02,29,32,31,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,0.138,0.194,0.138,0.332,-0.024,-18.8,-0.33
